"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages"
"Number of child companies","hs_num_child_companies","number","The number of child companies of this company","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record ID","hs_object_id","number","The unique ID for this record. This value is automatically set by HubSpot and may not be modified.","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source","hs_object_source_label","enumeration","How this record was created","companyinformation","false","","true","true","false","true","false","true","HubSpot",""
"Parent Company","hs_parent_company_id","number","The parent company of this company","companyinformation","false","","true","true","false","true","false","true","HubSpot",""
"Updated by user ID","hs_updated_by_user_id","number","The user that last updated this object. This value is automatically set by HubSpot and may not be modified.","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Industry","industry","enumeration","The type of business the company performs. By default, this property has approximately 150 pre-defined options to select from. While these options cannot be deleted as they used by HubSpot Insights, you can add new custom options to meet your needs.","companyinformation","true","[{""label"":""Accounting"",""value"":""ACCOUNTING"",""displayOrder"":0,""hidden"":false,""readOnly"":true},{""label"":""Airlines/Aviation"",""value"":""AIRLINES_AVIATION"",""displayOrder"":1,""hidden"":false,""readOnly"":true},{""label"":""Alternative Dispute Resolution"",""value"":""ALTERNATIVE_DISPUTE_RESOLUTION"",""displayOrder"":2,""hidden"":false,""readOnly"":true},{""label"":""Alternative Medicine"",""value"":""ALTERNATIVE_MEDICINE"",""displayOrder"":3,""hidden"":false,""readOnly"":true},{""label"":""Animation"",""value"":""ANIMATION"",""displayOrder"":4,""hidden"":false,""readOnly"":true},{""label"":""Apparel & Fashion"",""value"":""APPAREL_FASHION"",""displayOrder"":5,""hidden"":false,""readOnly"":true},{""label"":""Architecture & Planning"",""value"":""ARCHITECTURE_PLANNING"",""displayOrder"":6,""hidden"":false,""readOnly"":true},{""label"":""Arts and Crafts"",""value"":""ARTS_AND_CRAFTS"",""displayOrder"":7,""hidden"":false,""readOnly"":true},{""label"":""Automotive"",""value"":""AUTOMOTIVE"",""displayOrder"":8,""hidden"":false,""readOnly"":true},{""label"":""Aviation & Aerospace"",""value"":""AVIATION_AEROSPACE"",""displayOrder"":9,""hidden"":false,""readOnly"":true},{""label"":""Banking"",""value"":""BANKING"",""displayOrder"":10,""hidden"":false,""readOnly"":true},{""label"":""Biotechnology"",""value"":""BIOTECHNOLOGY"",""displayOrder"":11,""hidden"":false,""readOnly"":true},{""label"":""Broadcast Media"",""value"":""BROADCAST_MEDIA"",""displayOrder"":12,""hidden"":false,""readOnly"":true},{""label"":""Building Materials"",""value"":""BUILDING_MATERIALS"",""displayOrder"":13,""hidden"":false,""readOnly"":true},{""label"":""Business Supplies and Equipment"",""value"":""BUSINESS_SUPPLIES_AND_EQUIPMENT"",""displayOrder"":14,""hidden"":false,""readOnly"":true},{""label"":""Capital Markets"",""value"":""CAPITAL_MARKETS"",""displayOrder"":15,""hidden"":false,""readOnly"":true},{""label"":""Chemicals"",""value"":""CHEMICALS"",""displayOrder"":16,""hidden"":false,""readOnly"":true},{""label"":""Civic & Social Organization"",""value"":""CIVIC_SOCIAL_ORGANIZATION"",""displayOrder"":17,""hidden"":false,""readOnly"":true},{""label"":""Civil Engineering"",""value"":""CIVIL_ENGINEERING"",""displayOrder"":18,""hidden"":false,""readOnly"":true},{""label"":""Commercial Real Estate"",""value"":""COMMERCIAL_REAL_ESTATE"",""displayOrder"":19,""hidden"":false,""readOnly"":true},{""label"":""Computer & Network Security"",""value"":""COMPUTER_NETWORK_SECURITY"",""displayOrder"":20,""hidden"":false,""readOnly"":true},{""label"":""Computer Games"",""value"":""COMPUTER_GAMES"",""displayOrder"":21,""hidden"":false,""readOnly"":true},{""label"":""Computer Hardware"",""value"":""COMPUTER_HARDWARE"",""displayOrder"":22,""hidden"":false,""readOnly"":true},{""label"":""Computer Networking"",""value"":""COMPUTER_NETWORKING"",""displayOrder"":23,""hidden"":false,""readOnly"":true},{""label"":""Computer Software"",""value"":""COMPUTER_SOFTWARE"",""displayOrder"":24,""hidden"":false,""readOnly"":true},{""label"":""Internet"",""value"":""INTERNET"",""displayOrder"":25,""hidden"":false,""readOnly"":true},{""label"":""Construction"",""value"":""CONSTRUCTION"",""displayOrder"":26,""hidden"":false,""readOnly"":true},{""label"":""Consumer Electronics"",""value"":""CONSUMER_ELECTRONICS"",""displayOrder"":27,""hidden"":false,""readOnly"":true},{""label"":""Consumer Goods"",""value"":""CONSUMER_GOODS"",""displayOrder"":28,""hidden"":false,""readOnly"":true},{""label"":""Consumer Services"",""value"":""CONSUMER_SERVICES"",""displayOrder"":29,""hidden"":false,""readOnly"":true},{""label"":""Cosmetics"",""value"":""COSMETICS"",""displayOrder"":30,""hidden"":false,""readOnly"":true},{""label"":""Dairy"",""value"":""DAIRY"",""displayOrder"":31,""hidden"":false,""readOnly"":true},{""label"":""Defense & Space"",""value"":""DEFENSE_SPACE"",""displayOrder"":32,""hidden"":false,""readOnly"":true},{""label"":""Design"",""value"":""DESIGN"",""displayOrder"":33,""hidden"":false,""readOnly"":true},{""label"":""Education Management"",""value"":""EDUCATION_MANAGEMENT"",""displayOrder"":34,""hidden"":false,""readOnly"":true},{""label"":""E-Learning"",""value"":""E_LEARNING"",""displayOrder"":35,""hidden"":false,""readOnly"":true},{""label"":""Electrical/Electronic Manufacturing"",""value"":""ELECTRICAL_ELECTRONIC_MANUFACTURING"",""displayOrder"":36,""hidden"":false,""readOnly"":true},{""label"":""Entertainment"",""value"":""ENTERTAINMENT"",""displayOrder"":37,""hidden"":false,""readOnly"":true},{""label"":""Environmental Services"",""value"":""ENVIRONMENTAL_SERVICES"",""displayOrder"":38,""hidden"":false,""readOnly"":true},{""label"":""Events Services"",""value"":""EVENTS_SERVICES"",""displayOrder"":39,""hidden"":false,""readOnly"":true},{""label"":""Executive Office"",""value"":""EXECUTIVE_OFFICE"",""displayOrder"":40,""hidden"":false,""readOnly"":true},{""label"":""Facilities Services"",""value"":""FACILITIES_SERVICES"",""displayOrder"":41,""hidden"":false,""readOnly"":true},{""label"":""Farming"",""value"":""FARMING"",""displayOrder"":42,""hidden"":false,""readOnly"":true},{""label"":""Financial Services"",""value"":""FINANCIAL_SERVICES"",""displayOrder"":43,""hidden"":false,""readOnly"":true},{""label"":""Fine Art"",""value"":""FINE_ART"",""displayOrder"":44,""hidden"":false,""readOnly"":true},{""label"":""Fishery"",""value"":""FISHERY"",""displayOrder"":45,""hidden"":false,""readOnly"":true},{""label"":""Food & Beverages"",""value"":""FOOD_BEVERAGES"",""displayOrder"":46,""hidden"":false,""readOnly"":true},{""label"":""Food Production"",""value"":""FOOD_PRODUCTION"",""displayOrder"":47,""hidden"":false,""readOnly"":true},{""label"":""Fund-Raising"",""value"":""FUND_RAISING"",""displayOrder"":48,""hidden"":false,""readOnly"":true},{""label"":""Furniture"",""value"":""FURNITURE"",""displayOrder"":49,""hidden"":false,""readOnly"":true},{""label"":""Gambling & Casinos"",""value"":""GAMBLING_CASINOS"",""displayOrder"":50,""hidden"":false,""readOnly"":true},{""label"":""Glass, Ceramics & Concrete"",""value"":""GLASS_CERAMICS_CONCRETE"",""displayOrder"":51,""hidden"":false,""readOnly"":true},{""label"":""Government Administration"",""value"":""GOVERNMENT_ADMINISTRATION"",""displayOrder"":52,""hidden"":false,""readOnly"":true},{""label"":""Government Relations"",""value"":""GOVERNMENT_RELATIONS"",""displayOrder"":53,""hidden"":false,""readOnly"":true},{""label"":""Graphic Design"",""value"":""GRAPHIC_DESIGN"",""displayOrder"":54,""hidden"":false,""readOnly"":true},{""label"":""Health, Wellness and Fitness"",""value"":""HEALTH_WELLNESS_AND_FITNESS"",""displayOrder"":55,""hidden"":false,""readOnly"":true},{""label"":""Higher Education"",""value"":""HIGHER_EDUCATION"",""displayOrder"":56,""hidden"":false,""readOnly"":true},{""label"":""Hospital & Health Care"",""value"":""HOSPITAL_HEALTH_CARE"",""displayOrder"":57,""hidden"":false,""readOnly"":true},{""label"":""Hospitality"",""value"":""HOSPITALITY"",""displayOrder"":58,""hidden"":false,""readOnly"":true},{""label"":""Human Resources"",""value"":""HUMAN_RESOURCES"",""displayOrder"":59,""hidden"":false,""readOnly"":true},{""label"":""Import and Export"",""value"":""IMPORT_AND_EXPORT"",""displayOrder"":60,""hidden"":false,""readOnly"":true},{""label"":""Individual & Family Services"",""value"":""INDIVIDUAL_FAMILY_SERVICES"",""displayOrder"":61,""hidden"":false,""readOnly"":true},{""label"":""Industrial Automation"",""value"":""INDUSTRIAL_AUTOMATION"",""displayOrder"":62,""hidden"":false,""readOnly"":true},{""label"":""Information Services"",""value"":""INFORMATION_SERVICES"",""displayOrder"":63,""hidden"":false,""readOnly"":true},{""label"":""Information Technology and Services"",""value"":""INFORMATION_TECHNOLOGY_AND_SERVICES"",""displayOrder"":64,""hidden"":false,""readOnly"":true},{""label"":""Insurance"",""value"":""INSURANCE"",""displayOrder"":65,""hidden"":false,""readOnly"":true},{""label"":""International Affairs"",""value"":""INTERNATIONAL_AFFAIRS"",""displayOrder"":66,""hidden"":false,""readOnly"":true},{""label"":""International Trade and Development"",""value"":""INTERNATIONAL_TRADE_AND_DEVELOPMENT"",""displayOrder"":67,""hidden"":false,""readOnly"":true},{""label"":""Investment Banking"",""value"":""INVESTMENT_BANKING"",""displayOrder"":68,""hidden"":false,""readOnly"":true},{""label"":""Investment Management"",""value"":""INVESTMENT_MANAGEMENT"",""displayOrder"":69,""hidden"":false,""readOnly"":true},{""label"":""Judiciary"",""value"":""JUDICIARY"",""displayOrder"":70,""hidden"":false,""readOnly"":true},{""label"":""Law Enforcement"",""value"":""LAW_ENFORCEMENT"",""displayOrder"":71,""hidden"":false,""readOnly"":true},{""label"":""Law Practice"",""value"":""LAW_PRACTICE"",""displayOrder"":72,""hidden"":false,""readOnly"":true},{""label"":""Legal Services"",""value"":""LEGAL_SERVICES"",""displayOrder"":73,""hidden"":false,""readOnly"":true},{""label"":""Legislative Office"",""value"":""LEGISLATIVE_OFFICE"",""displayOrder"":74,""hidden"":false,""readOnly"":true},{""label"":""Leisure, Travel & Tourism"",""value"":""LEISURE_TRAVEL_TOURISM"",""displayOrder"":75,""hidden"":false,""readOnly"":true},{""label"":""Libraries"",""value"":""LIBRARIES"",""displayOrder"":76,""hidden"":false,""readOnly"":true},{""label"":""Logistics and Supply Chain"",""value"":""LOGISTICS_AND_SUPPLY_CHAIN"",""displayOrder"":77,""hidden"":false,""readOnly"":true},{""label"":""Luxury Goods & Jewelry"",""value"":""LUXURY_GOODS_JEWELRY"",""displayOrder"":78,""hidden"":false,""readOnly"":true},{""label"":""Machinery"",""value"":""MACHINERY"",""displayOrder"":79,""hidden"":false,""readOnly"":true},{""label"":""Management Consulting"",""value"":""MANAGEMENT_CONSULTING"",""displayOrder"":80,""hidden"":false,""readOnly"":true},{""label"":""Maritime"",""value"":""MARITIME"",""displayOrder"":81,""hidden"":false,""readOnly"":true},{""label"":""Market Research"",""value"":""MARKET_RESEARCH"",""displayOrder"":82,""hidden"":false,""readOnly"":true},{""label"":""Marketing and Advertising"",""value"":""MARKETING_AND_ADVERTISING"",""displayOrder"":83,""hidden"":false,""readOnly"":true},{""label"":""Mechanical or Industrial Engineering"",""value"":""MECHANICAL_OR_INDUSTRIAL_ENGINEERING"",""displayOrder"":84,""hidden"":false,""readOnly"":true},{""label"":""Media Production"",""value"":""MEDIA_PRODUCTION"",""displayOrder"":85,""hidden"":false,""readOnly"":true},{""label"":""Medical Devices"",""value"":""MEDICAL_DEVICES"",""displayOrder"":86,""hidden"":false,""readOnly"":true},{""label"":""Medical Practice"",""value"":""MEDICAL_PRACTICE"",""displayOrder"":87,""hidden"":false,""readOnly"":true},{""label"":""Mental Health Care"",""value"":""MENTAL_HEALTH_CARE"",""displayOrder"":88,""hidden"":false,""readOnly"":true},{""label"":""Military"",""value"":""MILITARY"",""displayOrder"":89,""hidden"":false,""readOnly"":true},{""label"":""Mining & Metals"",""value"":""MINING_METALS"",""displayOrder"":90,""hidden"":false,""readOnly"":true},{""label"":""Motion Pictures and Film"",""value"":""MOTION_PICTURES_AND_FILM"",""displayOrder"":91,""hidden"":false,""readOnly"":true},{""label"":""Museums and Institutions"",""value"":""MUSEUMS_AND_INSTITUTIONS"",""displayOrder"":92,""hidden"":false,""readOnly"":true},{""label"":""Music"",""value"":""MUSIC"",""displayOrder"":93,""hidden"":false,""readOnly"":true},{""label"":""Nanotechnology"",""value"":""NANOTECHNOLOGY"",""displayOrder"":94,""hidden"":false,""readOnly"":true},{""label"":""Newspapers"",""value"":""NEWSPAPERS"",""displayOrder"":95,""hidden"":false,""readOnly"":true},{""label"":""Non-Profit Organization Management"",""value"":""NON_PROFIT_ORGANIZATION_MANAGEMENT"",""displayOrder"":96,""hidden"":false,""readOnly"":true},{""label"":""Oil & Energy"",""value"":""OIL_ENERGY"",""displayOrder"":97,""hidden"":false,""readOnly"":true},{""label"":""Online Media"",""value"":""ONLINE_MEDIA"",""displayOrder"":98,""hidden"":false,""readOnly"":true},{""label"":""Outsourcing/Offshoring"",""value"":""OUTSOURCING_OFFSHORING"",""displayOrder"":99,""hidden"":false,""readOnly"":true},{""label"":""Package/Freight Delivery"",""value"":""PACKAGE_FREIGHT_DELIVERY"",""displayOrder"":100,""hidden"":false,""readOnly"":true},{""label"":""Packaging and Containers"",""value"":""PACKAGING_AND_CONTAINERS"",""displayOrder"":101,""hidden"":false,""readOnly"":true},{""label"":""Paper & Forest Products"",""value"":""PAPER_FOREST_PRODUCTS"",""displayOrder"":102,""hidden"":false,""readOnly"":true},{""label"":""Performing Arts"",""value"":""PERFORMING_ARTS"",""displayOrder"":103,""hidden"":false,""readOnly"":true},{""label"":""Pharmaceuticals"",""value"":""PHARMACEUTICALS"",""displayOrder"":104,""hidden"":false,""readOnly"":true},{""label"":""Philanthropy"",""value"":""PHILANTHROPY"",""displayOrder"":105,""hidden"":false,""readOnly"":true},{""label"":""Photography"",""value"":""PHOTOGRAPHY"",""displayOrder"":106,""hidden"":false,""readOnly"":true},{""label"":""Plastics"",""value"":""PLASTICS"",""displayOrder"":107,""hidden"":false,""readOnly"":true},{""label"":""Political Organization"",""value"":""POLITICAL_ORGANIZATION"",""displayOrder"":108,""hidden"":false,""readOnly"":true},{""label"":""Primary/Secondary Education"",""value"":""PRIMARY_SECONDARY_EDUCATION"",""displayOrder"":109,""hidden"":false,""readOnly"":true},{""label"":""Printing"",""value"":""PRINTING"",""displayOrder"":110,""hidden"":false,""readOnly"":true},{""label"":""Professional Training & Coaching"",""value"":""PROFESSIONAL_TRAINING_COACHING"",""displayOrder"":111,""hidden"":false,""readOnly"":true},{""label"":""Program Development"",""value"":""PROGRAM_DEVELOPMENT"",""displayOrder"":112,""hidden"":false,""readOnly"":true},{""label"":""Public Policy"",""value"":""PUBLIC_POLICY"",""displayOrder"":113,""hidden"":false,""readOnly"":true},{""label"":""Public Relations and Communications"",""value"":""PUBLIC_RELATIONS_AND_COMMUNICATIONS"",""displayOrder"":114,""hidden"":false,""readOnly"":true},{""label"":""Public Safety"",""value"":""PUBLIC_SAFETY"",""displayOrder"":115,""hidden"":false,""readOnly"":true},{""label"":""Publishing"",""value"":""PUBLISHING"",""displayOrder"":116,""hidden"":false,""readOnly"":true},{""label"":""Railroad Manufacture"",""value"":""RAILROAD_MANUFACTURE"",""displayOrder"":117,""hidden"":false,""readOnly"":true},{""label"":""Ranching"",""value"":""RANCHING"",""displayOrder"":118,""hidden"":false,""readOnly"":true},{""label"":""Real Estate"",""value"":""REAL_ESTATE"",""displayOrder"":119,""hidden"":false,""readOnly"":true},{""label"":""Recreational Facilities and Services"",""value"":""RECREATIONAL_FACILITIES_AND_SERVICES"",""displayOrder"":120,""hidden"":false,""readOnly"":true},{""label"":""Religious Institutions"",""value"":""RELIGIOUS_INSTITUTIONS"",""displayOrder"":121,""hidden"":false,""readOnly"":true},{""label"":""Renewables & Environment"",""value"":""RENEWABLES_ENVIRONMENT"",""displayOrder"":122,""hidden"":false,""readOnly"":true},{""label"":""Research"",""value"":""RESEARCH"",""displayOrder"":123,""hidden"":false,""readOnly"":true},{""label"":""Restaurants"",""value"":""RESTAURANTS"",""displayOrder"":124,""hidden"":false,""readOnly"":true},{""label"":""Retail"",""value"":""RETAIL"",""displayOrder"":125,""hidden"":false,""readOnly"":true},{""label"":""Security and Investigations"",""value"":""SECURITY_AND_INVESTIGATIONS"",""displayOrder"":126,""hidden"":false,""readOnly"":true},{""label"":""Semiconductors"",""value"":""SEMICONDUCTORS"",""displayOrder"":127,""hidden"":false,""readOnly"":true},{""label"":""Shipbuilding"",""value"":""SHIPBUILDING"",""displayOrder"":128,""hidden"":false,""readOnly"":true},{""label"":""Sporting Goods"",""value"":""SPORTING_GOODS"",""displayOrder"":129,""hidden"":false,""readOnly"":true},{""label"":""Sports"",""value"":""SPORTS"",""displayOrder"":130,""hidden"":false,""readOnly"":true},{""label"":""Staffing and Recruiting"",""value"":""STAFFING_AND_RECRUITING"",""displayOrder"":131,""hidden"":false,""readOnly"":true},{""label"":""Supermarkets"",""value"":""SUPERMARKETS"",""displayOrder"":132,""hidden"":false,""readOnly"":true},{""label"":""Telecommunications"",""value"":""TELECOMMUNICATIONS"",""displayOrder"":133,""hidden"":false,""readOnly"":true},{""label"":""Textiles"",""value"":""TEXTILES"",""displayOrder"":134,""hidden"":false,""readOnly"":true},{""label"":""Think Tanks"",""value"":""THINK_TANKS"",""displayOrder"":135,""hidden"":false,""readOnly"":true},{""label"":""Tobacco"",""value"":""TOBACCO"",""displayOrder"":136,""hidden"":false,""readOnly"":true},{""label"":""Translation and Localization"",""value"":""TRANSLATION_AND_LOCALIZATION"",""displayOrder"":137,""hidden"":false,""readOnly"":true},{""label"":""Transportation/Trucking/Railroad"",""value"":""TRANSPORTATION_TRUCKING_RAILROAD"",""displayOrder"":138,""hidden"":false,""readOnly"":true},{""label"":""Utilities"",""value"":""UTILITIES"",""displayOrder"":139,""hidden"":false,""readOnly"":true},{""label"":""Venture Capital & Private Equity"",""value"":""VENTURE_CAPITAL_PRIVATE_EQUITY"",""displayOrder"":140,""hidden"":false,""readOnly"":true},{""label"":""Veterinary"",""value"":""VETERINARY"",""displayOrder"":141,""hidden"":false,""readOnly"":true},{""label"":""Warehousing"",""value"":""WAREHOUSING"",""displayOrder"":142,""hidden"":false,""readOnly"":true},{""label"":""Wholesale"",""value"":""WHOLESALE"",""displayOrder"":143,""hidden"":false,""readOnly"":true},{""label"":""Wine and Spirits"",""value"":""WINE_AND_SPIRITS"",""displayOrder"":144,""hidden"":false,""readOnly"":true},{""label"":""Wireless"",""value"":""WIRELESS"",""displayOrder"":145,""hidden"":false,""readOnly"":true},{""label"":""Writing and Editing"",""value"":""WRITING_AND_EDITING"",""displayOrder"":146,""hidden"":false,""readOnly"":true}]","false","false","false","false","false","true","HubSpot",""
"Is Public","is_public","bool","Indicates if the company is publicly traded. Powered by HubSpot Insights.","companyinformation","false","[{""label"":""True"",""value"":""true"",""displayOrder"":0,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""False"",""value"":""false"",""displayOrder"":1,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false}]","false","true","false","false","false","true","HubSpot",""
"Lifecycle Stage","lifecyclestage","enumeration","The qualification of companies to sales readiness throughout the buying journey","companyinformation","true","","false","true","false","true","false","true","HubSpot",""
"Company name","name","string","The name of the company or organization. Powered by HubSpot Insights. ","companyinformation","true","","false","true","false","false","false","true","HubSpot",""
"Number of Associated Contacts","num_associated_contacts","number","The number of contacts associated with this company","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Number of Employees","numberofemployees","number","The total number of employees who work for the company or organization. Powered by HubSpot Insights. ","companyinformation","true","","false","true","false","false","false","true","HubSpot",""
"Phone Number","phone","string","Company primary phone number. Powered by HubSpot Insights.","companyinformation","true","","false","true","false","false","false","true","HubSpot",""
"State/Region","state","string","State or region in which the company or organization is located. Powered by HubSpot Insights. ","companyinformation","true","","false","false","false","false","false","true","HubSpot",""
"Time Zone","timezone","string","Time zone where the company or organization is located. Powered by HubSpot Insights. ","companyinformation","false","","false","true","false","false","false","true","HubSpot",""
"Total Money Raised","total_money_raised","string","The total amount of money raised by the company. Powered by HubSpot Insights. ","companyinformation","false","","false","true","false","false","false","true","HubSpot",""
"Total Revenue","total_revenue","number","The total amount of closed won deals","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Type","type","enumeration","The optional classification of this company record - prospect, partner, etc. ","companyinformation","true","[{""label"":""Prospect"",""value"":""PROSPECT"",""displayOrder"":0,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Partner"",""value"":""PARTNER"",""displayOrder"":1,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Reseller"",""value"":""RESELLER"",""displayOrder"":2,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Vendor"",""value"":""VENDOR"",""displayOrder"":3,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Other"",""value"":""OTHER"",""displayOrder"":4,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false}]","false","true","false","false","false","true","HubSpot",""
